catalog,translation_key,archive,status,korean
hint-all.json,553ef4d8758713b04559a862,Town_Africa_Common,자체 검수,"여러 사람이 있는 공원이네
그런데 DJ가 뭐야?"
hint-all.json,ef403d2d65bace93d8cec98e,Town_Mykonos_Common,자체 검수,"여러 사람이 있는 공원이네
그런데 DJ가 뭐야?"
item-ui-all.json,17c0a8a334d70837af3d84c1,,자체 검수,"5년 정도 푹 숙성한 치즈
데우면 알맞게 녹아 맛있다"
item-ui-all.json,1256a87c5bc3d3079f9bfa7d,,자체 검수,"아주 유명한 린 씨의 고기만두
90년 동안 가격과 맛이 그대로다"
item-ui-all.json,30eb9ce57c27e4d38238021f,,자체 검수,3천 년 전의 얼음
item-ui-all.json,101d6c140dbdd7979ae1b55f,,자체 검수,"선명한 녹색을 띤 담백한 흰살생선
큰 것은 2미터 정도까지 자란다"
item-ui-all.json,44f1302557ff656c3250ddee,,자체 검수,"세계 3대 과일 중 하나라고 한다
그 맛은…… 직접 먹어 보고 확인하시길"
item-ui-all.json,d82107eb050e652eb274c4b5,,자체 검수,"에그맨이 늘 착용하는 고글
(사용 연령 3세 이하)"
item-ui-all.json,f718c628a3ba0d6a3a2b0c89,,자체 검수,차오비탄 A
item-ui-all.json,e51a137a501c65e0a51693d3,,자체 검수,"야리페카가 부탁한 것
50년 묵은 육포"
item-ui-all.json,88467ab3f05c89f4561d80ec,,자체 검수,CD
item-ui-all.json,6399880e11367da22e69e08f,,자체 검수,"데프 빅이 부탁한 CD
흠집이 나면 못 쓰게 된다"
item-ui-all.json,4720fb3920eb01fc8bf0a85a,,자체 검수,설정 자료집 1
item-ui-all.json,a273178194d36181747f2737,,자체 검수,설정 자료집 2
item-ui-all.json,1dcf78b4f47feb7da96b9ee1,,자체 검수,설정 자료집 3
item-ui-all.json,7a5fc1fbf0253914fe8968e7,,자체 검수,설정 자료집 4
item-ui-all.json,dae9e80dd774d8376afcdc55,,자체 검수,설정 자료집 5
item-ui-all.json,e52ca8e2a56bdf74d5c7fa09,,자체 검수,설정 자료집 6
item-ui-all.json,805bd596514ca60bf2285306,,자체 검수,설정 자료집 7
item-ui-all.json,40667de046ce0943c763d1a2,,자체 검수,설정 자료집 8
item-ui-all.json,377968046085524491a6f7e5,,자체 검수,설정 자료집 9
item-ui-all.json,01a020ccc16529748cbf2b5f,,자체 검수,설정 자료집 10
item-ui-all.json,f4a128389d791b0cbb37f92a,,자체 검수,설정 자료집 11
item-ui-all.json,7809a97c70e7aadaa5b8cd2c,,자체 검수,설정 자료집 12
item-ui-all.json,fa2b5d150fbe7325f9049e33,,자체 검수,설정 자료집 13
item-ui-all.json,4e556b187ddb0959b5871105,,자체 검수,설정 자료집 14
item-ui-all.json,fb23e47cf82191fdc7912bda,,자체 검수,설정 자료집 15
item-ui-all.json,f0b1e157f50af25e5b4e68b6,,자체 검수,설정 자료집 16
item-ui-all.json,946edba6ab534e1adbdc7199,,자체 검수,설정 자료집 17
item-ui-all.json,a9a36e1d3b70484e20b8fabd,,자체 검수,설정 자료집 18
item-ui-all.json,46b437a8bb446b2d885ca4bf,,자체 검수,설정 자료집 19
item-ui-all.json,29722c87bc73de68cf38c97b,,자체 검수,설정 자료집 20
item-ui-all.json,784daa51dafa134257efa319,,자체 검수,설정 자료집 21
item-ui-all.json,82bfe2b8265f722e27a92acd,,자체 검수,설정 자료집 22
item-ui-all.json,eb9d581ee367bcc67136c7f3,,자체 검수,설정 자료집 23
item-ui-all.json,2cab27fc65503d0396e4aa24,,자체 검수,설정 자료집 24
item-ui-all.json,54a10c1d0057d1407e522ea5,,자체 검수,설정 자료집 25
item-ui-all.json,13c4ddb44d8b4d16d79f0d87,,자체 검수,설정 자료집 26
item-ui-all.json,9a901b805cdd75274593fb6d,,자체 검수,설정 자료집 27
item-ui-all.json,d68118702507262d0f2ec11e,,자체 검수,설정 자료집 28
item-ui-all.json,3038a497829e4738c4eaec55,,자체 검수,설정 자료집 29
item-ui-all.json,9c2293a67ffc43bfbd82839f,,자체 검수,설정 자료집 30
item-ui-all.json,f83f04e0bdda46214878642c,,자체 검수,설정 자료집 31
item-ui-all.json,66a466fc4af65b3bf52405db,,자체 검수,설정 자료집 32
item-ui-all.json,a6f50e143c1d77458af4971e,,자체 검수,설정 자료집 33
item-ui-all.json,3289c46c7eafa585dadc06b1,,자체 검수,설정 자료집 34
item-ui-all.json,c06e8ed27a2f586230b2b3e1,,자체 검수,설정 자료집 35
item-ui-all.json,2d316b204a1ff046a79f3bfa,,자체 검수,설정 자료집 36
item-ui-all.json,daea950adf7afc9d19df0539,,자체 검수,설정 자료집 37
item-ui-all.json,85a52fbd74efdf9ffaef20b6,,자체 검수,설정 자료집 38
item-ui-all.json,c1accc1cf819d8314e796718,,자체 검수,설정 자료집 39
item-ui-all.json,21d3b1c4b2ad239b489651c6,,자체 검수,설정 자료집 40
item-ui-all.json,57a4ecbd76fdd3f63ee74578,,자체 검수,설정 자료집 41
item-ui-all.json,d11bee0c4ca07b8a33ac4d78,,자체 검수,설정 자료집 42
item-ui-all.json,924a8f21d9834c17656efa61,,자체 검수,설정 자료집 43
item-ui-all.json,67f31f44b435cdc15d83f477,,자체 검수,설정 자료집 44
item-ui-all.json,e6492e0cdd7d57324e6056fa,,자체 검수,설정 자료집 45
item-ui-all.json,45afc3e827aff38a0682556c,,자체 검수,설정 자료집 46
item-ui-all.json,398764979bdd1dd8de1cfa66,,자체 검수,설정 자료집 47
item-ui-all.json,8f618455cdca7f7a96351448,,자체 검수,설정 자료집 48
item-ui-all.json,ceee19742daba720324104ed,,자체 검수,설정 자료집 49
item-ui-all.json,08b3cfab00b62b5847c46868,,자체 검수,설정 자료집 50
item-ui-all.json,ebcf99ada24cc1ee68529fb4,,자체 검수,설정 자료집 51
item-ui-all.json,727c23318872ea46ef777742,,자체 검수,설정 자료집 52
item-ui-all.json,9a7898a76fcf69111bd5bf61,,자체 검수,설정 자료집 53
item-ui-all.json,18b4846ffd19280f65772992,,자체 검수,설정 자료집 54
item-ui-all.json,272c472fd1a8fb5e2f53597d,,자체 검수,설정 자료집 55
item-ui-all.json,9a65000e42137c745af99b31,,자체 검수,설정 자료집 56
item-ui-all.json,3fc65e1f5afb3a166f44e6c3,,자체 검수,설정 자료집 57
item-ui-all.json,932ceab3d86fbf2b7bf1e2dd,,자체 검수,설정 자료집 58
item-ui-all.json,cbecbd317a76bed96e357c1c,,자체 검수,설정 자료집 59
item-ui-all.json,c61012c2a6fb6f789204c484,,자체 검수,설정 자료집 60
item-ui-all.json,268679fef0c2e8790b1c6c9e,,자체 검수,설정 자료집 61
item-ui-all.json,01ca9e2d9bbae996ca5049bd,,자체 검수,설정 자료집 62
item-ui-all.json,13365c7327bd56308ab490ba,,자체 검수,설정 자료집 63
item-ui-all.json,41d45cde8864e2494619fa6d,,자체 검수,설정 자료집 64
item-ui-all.json,e7591eafdd79041bcbe878bf,,자체 검수,설정 자료집 65
item-ui-all.json,4af58a19b144d27686f42bf9,,자체 검수,설정 자료집 66
item-ui-all.json,54b7848bc1a83fe3b355d142,,자체 검수,설정 자료집 67
item-ui-all.json,3959815cbe8527b43260c08b,,자체 검수,설정 자료집 68
item-ui-all.json,73f206bfe59503f4c9e3d60c,,자체 검수,설정 자료집 69
item-ui-all.json,61559bf86498be93e750eb9b,,자체 검수,설정 자료집 70
item-ui-all.json,9eaef7b74e42502bd13b8f01,,자체 검수,설정 자료집 71
item-ui-all.json,0b59cb208fdb16b63ca6d2b6,,자체 검수,레코드 1
item-ui-all.json,814a73648361e35d32cd110d,,자체 검수,"The World Adventure
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,ef062a4c0c8822759b2dfcc0,,자체 검수,레코드 2
item-ui-all.json,79e0ffb75a9c8f9e9c9017b2,,자체 검수,"Endless Possibility
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,8bcfea198962dacd8d080c1c,,자체 검수,레코드 3
item-ui-all.json,3af3f9d9b61cfe1ab9cc1408,,자체 검수,"Dear My Friend
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,f209d307ec617d31ca37fe75,,자체 검수,레코드 4
item-ui-all.json,d4f89413f06e32435650eb8f,,자체 검수,"Suburbs of Windmill Isle - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,da3f666be19d37ec512fb38b,,자체 검수,레코드 5
item-ui-all.json,95ba208e25ad8c5bfd002d5c,,자체 검수,"Windmill Isle - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,b65348b0985a65a909c698b0,,자체 검수,레코드 6
item-ui-all.json,a03eb6738e97c3dea33823d7,,자체 검수,"Savannah Citadel - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,159d5d1b66d77dee9023df7c,,자체 검수,레코드 7
item-ui-all.json,53f0deda72ccdd0ff4e10b17,,자체 검수,"Cool Edge - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,031b9789ed1a19ddcfb3c3ac,,자체 검수,레코드 8
item-ui-all.json,96e71a80f0fe466965950631,,자체 검수,"Rooftop Run - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,73dd4f1fb48b4b4bf2e12e33,,자체 검수,레코드 9
item-ui-all.json,94530926fa598dcaff0b4b07,,자체 검수,"Dragon Road - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,cde98c1d4f84efd258280099,,자체 검수,레코드 10
item-ui-all.json,0ddbced904d1d8ddecb0d821,,자체 검수,"Arid Sands - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,a867b7423feac0d9bac8a530,,자체 검수,레코드 11
item-ui-all.json,8b02a22c9aa0212d7cbb0c03,,자체 검수,"Skyscraper Scamper - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,fa797784c6bd630141cff0ee,,자체 검수,레코드 12
item-ui-all.json,0e13326b3ccdfe1ff7fa112c,,자체 검수,"Jungle Joyride - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,05d755840f0f3c7cad6e1f5a,,자체 검수,레코드 13
item-ui-all.json,166f613619b54f9ae66f4423,,자체 검수,"Eggmanland - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,75d8cc6769241bbb474b77d9,,자체 검수,레코드 14
item-ui-all.json,d3894350634a5a425c099127,,자체 검수,"Werehog Battle Theme
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,11108c9851427e81604506d8,,자체 검수,레코드 15
item-ui-all.json,e217b7255a2bac15f3e12526,,자체 검수,"vs. Titan & Big Mother
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,c9bfdddf899c42f74f0c5ffc,,자체 검수,레코드 16
item-ui-all.json,8de34d1b820dec09d6f08b1a,,자체 검수,"Windmill Isle - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,a1318313db5612ab0c5fb52b,,자체 검수,레코드 17
item-ui-all.json,16ab4e106fb0c2358b48d48d,,자체 검수,"Intro: Windmill Isle - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,c6d91486165e941f9687479e,,자체 검수,레코드 18
item-ui-all.json,3e6a250ff855f3b42db2a639,,자체 검수,"Savannah Citadel - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,b9b0caff47343031b29ca4b5,,자체 검수,레코드 19
item-ui-all.json,892e0ab87cad9f69f2237d32,,자체 검수,"Intro: Savannah Citadel - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,f5ffb5884d8c95e0dee553b6,,자체 검수,레코드 20
item-ui-all.json,b9865d7cc0d9bca1d9fec3c1,,자체 검수,"Cool Edge - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,c48b3da00d659131f10111ad,,자체 검수,레코드 21
item-ui-all.json,7d1543c642bb5d2141853449,,자체 검수,"Intro: Cool Edge - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,718a4bcf11447a69785ba1c1,,자체 검수,레코드 22
item-ui-all.json,61e78a55c7589f9a5b8251ea,,자체 검수,"Rooftop Run - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,1fc0c295d057816174b490ca,,자체 검수,레코드 23
item-ui-all.json,1ffe438e3c2dd20791f599bb,,자체 검수,"Intro: Rooftop Run - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,96fe0b4d1c093d10abc939a2,,자체 검수,레코드 24
item-ui-all.json,55ad5a3dd3222c826d7004d5,,자체 검수,"Dragon Road - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,f545c406b51aa8e9c5eebd55,,자체 검수,레코드 25
item-ui-all.json,a91fc4e8558cf2aa821e332d,,자체 검수,"Intro: Dragon Road - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,b3905c57006e5d7ecc0a6513,,자체 검수,레코드 26
item-ui-all.json,38c43117fa07abdfa2caa5dc,,자체 검수,"Arid Sands - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,e3be071f6beec40d95373c6f,,자체 검수,레코드 27
item-ui-all.json,7ed47f6d9f0164174cc24aa8,,자체 검수,"Intro: Arid Sands - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,029f5e56c52f1197ca128d8e,,자체 검수,레코드 28
item-ui-all.json,8e54d9e6125c7423e43ba275,,자체 검수,"Skyscraper Scamper - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,6f1f0fe7b0644d0c9dde1102,,자체 검수,레코드 29
item-ui-all.json,789dfc74375caf9df2d1a2b9,,자체 검수,"Intro: Skyscraper Scamper - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,0269e7a48eb3980b0df67a86,,자체 검수,레코드 30
item-ui-all.json,7bfb363b44cbe8dca87356f7,,자체 검수,"Jungle Joyride - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,6d4032896bd432f2d4354c7f,,자체 검수,레코드 31
item-ui-all.json,fdeaba90ae460245fa5b2424,,자체 검수,"Intro: Jungle Joyride - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,3968151e8f610cbb6edde05a,,자체 검수,레코드 32
item-ui-all.json,85e65f31e7277b6349a5be27,,자체 검수,"Eggmanland - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,9fd49c01fe0f4e40b0c8320f,,자체 검수,레코드 33
item-ui-all.json,2eb3fd1558759c83ec8ce6e2,,자체 검수,"Boss Battle - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,103e08126e17e8a0668a0256,,자체 검수,레코드 34
item-ui-all.json,acdf863a397a79cc82f4c712,,자체 검수,"Boss Battle - Night
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,9fdc7b4e6a740d2ecd184de8,,자체 검수,레코드 35
item-ui-all.json,3a9785b1620ffb7815121f94,,자체 검수,"vs. Egg Dragoon
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,fb69c64177c1d4f699faae78,,자체 검수,레코드 36
item-ui-all.json,64fe78be8660646cb4868f7b,,자체 검수,"vs. Dark Gaia
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,4e599862c06e95503470ab17,,자체 검수,레코드 37
item-ui-all.json,a1e52a508d0c33efe1e90625,,자체 검수,"Super Sonic vs. Perfect Dark Gaia
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,5af0f8357406b46ca15cd8a5,,자체 검수,레코드 38
item-ui-all.json,ce1cc183b7518d8ecdad3e32,,자체 검수,"Tornado Defense - 1st Battle
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,4a0f4a0a4253308734733179,,자체 검수,레코드 39
item-ui-all.json,1bb1eec618d8151ac75d4696,,자체 검수,"Tornado Defense - 2nd Battle
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,72a34993c1776f2b21f45fd0,,자체 검수,레코드 40
item-ui-all.json,949bf6816faa891499f55585,,자체 검수,"Apotos - Day
(축음기 또는 오디오로 들을 수 있습니다)"
item-ui-all.json,bfd01caca53a33be14cbdeaa,,자체 검수,레코드 41
item-ui-all.json,aa94c35a955f7c6e7f2e5737,,자체 검수,"Apotos - Night
(축음기 또는 오디오로 들을 수 있습니다)"
